transaction_id,customer_id,amount,transaction_type,channel,destination_country,timestamp,round_amount,high_cash,large_transfer,near_threshold,high_risk_country,rapid_movement,mismatch_profile,country,pep,registration_date,unusual_wealth,risk_score,suspicious,flag_reasons,risk_level,date
10c9ef5c-e,aa4b9142,15279,crypto,branch,IT,2025-05-30 20:15:56.025227,False,True,True,False,False,False,False,ES,False,2024-09-21 20:15:56.020293,False,70,True,"high cash, large transfer",Medium,2025-05-30
936a2656-b,ad56f752,5402,crypto,online,SY,2025-12-13 20:15:56.025233,False,True,False,False,True,False,False,NL,False,2023-12-27 20:15:56.020498,False,85,True,"high cash, high risk country",High,2025-12-13
d5a4e3ef-1,c5c8dc98,11767,transfer,ATM,FR,2025-06-24 20:15:56.025240,False,True,True,False,False,False,False,DE,False,2025-10-31 20:15:56.020512,False,50,False,"high cash, large transfer",Medium,2025-06-24
6fff43d2-5,9b206f30,8371,payment,branch,GB,2025-05-30 20:15:56.025246,False,True,False,False,False,False,False,SY,False,2024-03-28 20:15:56.020480,False,65,True,high cash,Medium,2025-05-30
884b96ae-1,5b7dd81e,3392,transfer,branch,PL,2025-10-06 20:15:56.025252,False,False,False,False,False,False,False,AF,False,2023-08-11 20:15:56.020635,False,55,False,,Medium,2025-10-06
5116526d-8,3219c551,8629,payment,online,AE,2025-05-01 20:15:56.025258,False,True,False,False,False,False,False,ES,False,2024-01-19 20:15:56.020589,False,25,False,high cash,Low,2025-05-01
7846dc0d-8,75d7c7f8,4856,crypto,online,IT,2025-07-13 20:15:56.025264,False,False,False,False,False,False,False,ES,False,2024-01-14 20:15:56.020329,True,60,True,,Medium,2025-07-13
11aa5fd2-4,2264a85f,15098,crypto,branch,SY,2026-02-19 20:15:56.025270,False,True,True,False,True,False,False,AF,False,2024-03-17 20:15:56.020610,False,150,True,"high cash, large transfer, high risk country",High,2026-02-19
f1a585c7-0,23dc3e4a,2854,crypto,online,DE,2025-08-09 20:15:56.025276,False,False,False,False,False,False,False,AF,False,2025-02-10 20:15:56.020427,False,60,True,,Medium,2025-08-09
d1c80ec3-8,56ca9310,2093,transfer,online,RU,2026-02-16 20:15:56.025282,False,False,False,False,True,False,False,AF,False,2024-01-06 20:15:56.020623,False,80,True,high risk country,High,2026-02-16
4424397e-7,74cd9609,560,transfer,ATM,ES,2025-09-06 20:15:56.025289,False,False,False,False,False,False,False,IR,False,2024-03-26 20:15:56.020409,False,40,False,,Low,2025-09-06
62c3acdd-0,09c92093,7270,transfer,online,AE,2025-10-10 20:15:56.025295,False,True,False,False,False,False,False,US,False,2024-02-12 20:15:56.020529,False,25,False,high cash,Low,2025-10-10
ae557007-9,3cb165bb,12746,crypto,online,SY,2025-07-14 20:15:56.025301,False,True,True,False,True,False,False,IT,False,2024-08-13 20:15:56.020725,False,110,True,"high cash, large transfer, high risk country",High,2025-07-14
f80fe926-6,aefceaaf,2133,crypto,ATM,RU,2026-02-04 20:15:56.025307,False,False,False,False,True,False,False,PL,True,2023-09-24 20:15:56.020576,False,100,True,high risk country,High,2026-02-04
23eeeefb-8,5b7dd81e,1734,transfer,ATM,NL,2025-08-30 20:15:56.025314,False,False,False,False,False,False,False,AF,False,2023-08-11 20:15:56.020635,False,40,False,,Low,2025-08-30
28ea1f1a-4,e9c3feac,13826,crypto,branch,AF,2026-02-09 20:15:56.025320,False,True,True,False,True,False,False,IR,False,2025-06-24 20:15:56.020657,False,150,True,"high cash, large transfer, high risk country",High,2026-02-09
c3be3943-2,06d182c3,4007,withdrawal,branch,NL,2025-06-26 20:15:56.025326,False,False,False,False,False,False,False,AE,False,2024-05-29 20:15:56.020669,False,15,False,,Low,2025-06-26
4297fc91-2,7bbca5f1,5728,transfer,branch,NL,2025-11-06 20:15:56.025332,False,True,False,False,False,False,False,AE,False,2024-11-21 20:15:56.020436,False,25,False,high cash,Low,2025-11-06
c1b318e0-4,d7105665,19291,crypto,ATM,AE,2025-04-01 20:15:56.025337,False,True,True,False,False,False,False,NL,False,2025-02-13 20:15:56.020347,False,70,True,"high cash, large transfer",Medium,2025-04-01
9c9a803f-d,c9c76bf4,12740,payment,ATM,NL,2025-10-07 20:15:56.025343,False,True,True,False,False,False,False,SY,False,2026-02-06 20:15:56.020418,False,90,True,"high cash, large transfer",High,2025-10-07
cc917cf5-7,aefceaaf,1043,withdrawal,branch,RU,2026-01-06 20:15:56.025349,False,False,False,False,True,False,False,PL,True,2023-09-24 20:15:56.020576,False,80,True,high risk country,High,2026-01-06
3db8b469-8,6bee10b2,7523,withdrawal,online,RU,2025-10-07 20:15:56.025355,False,True,False,False,True,False,False,PL,False,2025-11-15 20:15:56.020538,False,65,True,"high cash, high risk country",Medium,2025-10-07
2e36b8f8-7,72c4e58c,18438,payment,online,AE,2026-03-18 20:15:56.025360,False,True,True,False,False,False,False,US,False,2025-04-16 20:15:56.020469,False,50,False,"high cash, large transfer",Medium,2026-03-18
72b66a97-a,e6782ad4,18895,transfer,branch,ES,2025-06-04 20:15:56.025366,False,True,True,False,False,False,False,RU,False,2025-08-17 20:15:56.020392,False,90,True,"high cash, large transfer",High,2025-06-04
4e676c73-3,6bee10b2,724,payment,online,IR,2025-09-02 20:15:56.025372,False,False,False,False,True,False,False,PL,False,2025-11-15 20:15:56.020538,False,40,False,high risk country,Low,2025-09-02
d020da2c-f,bdb8766e,14272,crypto,online,GB,2025-04-07 20:15:56.025377,False,True,True,False,False,False,False,IR,False,2023-09-17 20:15:56.020423,False,110,True,"high cash, large transfer",High,2025-04-07
62dd0ae0-a,3b39ba14,9681,withdrawal,branch,GB,2025-12-29 20:15:56.025383,False,True,False,True,False,False,False,AF,False,2025-07-28 20:15:56.020594,False,75,True,"high cash, near threshold",Medium,2025-12-29
c68413b2-1,23dc3e4a,3423,transfer,online,SY,2025-09-23 20:15:56.025389,False,False,False,False,True,False,False,AF,False,2025-02-10 20:15:56.020427,False,95,True,high risk country,High,2025-09-23
9e4943da-6,ec12ec48,13229,payment,ATM,PL,2026-02-21 20:15:56.025395,False,True,True,False,False,False,False,ES,False,2024-01-03 20:15:56.020449,False,50,False,"high cash, large transfer",Medium,2026-02-21
65238b38-b,4c96eb13,18359,withdrawal,branch,GB,2025-04-04 20:15:56.025401,False,True,True,False,False,False,False,AF,False,2024-06-24 20:15:56.020507,False,90,True,"high cash, large transfer",High,2025-04-04
3238f3f6-a,c4c38609,5235,withdrawal,online,IT,2025-11-19 20:15:56.025415,False,True,False,False,False,False,False,ES,False,2025-07-21 20:15:56.020644,False,25,False,high cash,Low,2025-11-19
ea357b0d-6,7bbca5f1,10012,crypto,online,PL,2025-10-18 20:15:56.025421,False,True,True,True,False,False,False,AE,False,2024-11-21 20:15:56.020436,False,80,True,"high cash, large transfer, near threshold",High,2025-10-18
0b631220-2,7221379d,18306,payment,online,IT,2025-07-17 20:15:56.025426,False,True,True,False,False,False,False,AF,False,2025-03-20 20:15:56.020440,False,90,True,"high cash, large transfer",High,2025-07-17
fc818498-7,d7fa93f5,6328,payment,online,DE,2025-06-10 20:15:56.025432,False,True,False,False,False,False,False,AE,False,2025-02-27 20:15:56.020432,False,25,False,high cash,Low,2025-06-10
5c503ef4-5,f44e41d2,15396,payment,ATM,IT,2025-04-13 20:15:56.025437,False,True,True,False,False,False,False,AE,False,2026-02-23 20:15:56.020648,False,50,False,"high cash, large transfer",Medium,2025-04-13
78accc1c-d,7a74e9d3,13352,crypto,online,AF,2025-06-20 20:15:56.025443,False,True,True,False,True,False,False,FR,True,2025-10-28 20:15:56.020388,False,150,True,"high cash, large transfer, high risk country",High,2025-06-20
ec8b7147-3,a4e316c9,2228,withdrawal,online,IR,2026-02-03 20:15:56.025449,False,False,False,False,True,False,False,DE,False,2024-05-22 20:15:56.020357,False,40,False,high risk country,Low,2026-02-03
64f6185c-e,99211a2a,12906,transfer,online,RU,2025-12-25 20:15:56.025454,False,True,True,False,True,False,False,NL,False,2025-07-03 20:15:56.020665,False,90,True,"high cash, large transfer, high risk country",High,2025-12-25
bfb7fb7d-d,1540f6c7,5798,transfer,ATM,AE,2026-02-15 20:15:56.025462,False,True,False,False,False,True,False,NL,False,2025-09-18 20:15:56.020384,False,35,False,"high cash, rapid movement",Low,2026-02-15
4b88ca67-b,fc578490,10511,crypto,branch,FR,2025-04-07 20:15:56.025468,False,True,True,False,False,False,False,IR,False,2024-05-29 20:15:56.020366,False,110,True,"high cash, large transfer",High,2025-04-07
1d40641a-8,53a01561,16360,crypto,ATM,IR,2025-11-10 20:15:56.025474,False,True,True,False,True,False,False,US,False,2025-04-08 20:15:56.020572,False,110,True,"high cash, large transfer, high risk country",High,2025-11-10
428fc9a5-3,0ac8f9e1,11702,payment,branch,DE,2026-01-30 20:15:56.025479,False,True,True,False,False,False,False,PL,False,2025-10-06 20:15:56.020682,False,50,False,"high cash, large transfer",Medium,2026-01-30
5556cd5a-e,3b39ba14,2613,transfer,branch,US,2026-01-02 20:15:56.025489,False,False,False,False,False,False,False,AF,False,2025-07-28 20:15:56.020594,False,40,False,,Low,2026-01-02
5719d71b-a,3b39ba14,8362,crypto,branch,DE,2025-04-08 20:15:56.025497,False,True,False,False,False,False,False,AF,False,2025-07-28 20:15:56.020594,False,85,True,high cash,High,2025-04-08
c9efa3ce-e,89c30923,6467,crypto,branch,ES,2025-10-20 20:15:56.025503,False,True,False,False,False,True,False,US,False,2025-11-04 20:15:56.020370,False,55,False,"high cash, rapid movement",Medium,2025-10-20
7174818c-d,2e1f5818,15880,withdrawal,ATM,AE,2025-03-24 20:15:56.025509,False,True,True,False,False,False,False,AE,False,2025-08-08 20:15:56.020703,False,50,False,"high cash, large transfer",Medium,2025-03-24
c9d6926c-6,6bee10b2,19423,crypto,ATM,RU,2025-12-11 20:15:56.025515,False,True,True,False,True,False,False,PL,False,2025-11-15 20:15:56.020538,False,110,True,"high cash, large transfer, high risk country",High,2025-12-11
39491801-2,4994a449,12468,crypto,branch,GB,2025-11-17 20:15:56.025521,False,True,True,False,False,False,False,IR,False,2023-10-05 20:15:56.020719,False,110,True,"high cash, large transfer",High,2025-11-17
42990416-9,5ae6cea0,2313,payment,online,FR,2026-02-26 20:15:56.025526,False,False,False,False,False,False,False,AE,False,2023-07-01 20:15:56.020678,False,0,False,,Low,2026-02-26
bde9b621-6,a561a6f6,10137,transfer,ATM,AF,2025-10-20 20:15:56.025533,False,True,True,True,True,False,False,ES,True,2025-10-02 20:15:56.020686,False,140,True,"high cash, large transfer, near threshold, high risk country",High,2025-10-20
4d8cfb71-6,8fbfaf7b,19682,crypto,branch,RU,2025-06-01 20:15:56.025539,False,True,True,False,True,False,False,NL,False,2025-12-13 20:15:56.020453,False,110,True,"high cash, large transfer, high risk country",High,2025-06-01
ea9f9406-9,23dc3e4a,3415,payment,branch,AF,2026-01-02 20:15:56.025545,False,False,False,False,True,False,False,AF,False,2025-02-10 20:15:56.020427,False,95,True,high risk country,High,2026-01-02
2d33dd0b-3,4994a449,17876,transfer,online,ES,2025-11-10 20:15:56.025550,False,True,True,False,False,False,False,IR,False,2023-10-05 20:15:56.020719,False,90,True,"high cash, large transfer",High,2025-11-10
3805a5bb-8,fd67de66,7987,transfer,ATM,ES,2025-08-16 20:15:56.025556,False,True,False,False,False,False,False,IR,False,2023-09-23 20:15:56.020489,False,65,True,high cash,Medium,2025-08-16
d0a138e2-c,e25049d8,8236,payment,branch,AF,2026-01-21 20:15:56.025562,False,True,False,False,True,False,False,DE,False,2024-12-30 20:15:56.020555,False,65,True,"high cash, high risk country",Medium,2026-01-21
ad896fc4-d,f9d8b155,5086,payment,ATM,DE,2026-01-07 20:15:56.025569,False,True,False,False,False,False,False,AE,False,2024-07-14 20:15:56.020542,False,25,False,high cash,Low,2026-01-07
40aa2893-6,4c96eb13,11236,crypto,branch,AF,2025-12-16 20:15:56.025575,False,True,True,False,True,False,False,AF,False,2024-06-24 20:15:56.020507,False,150,True,"high cash, large transfer, high risk country",High,2025-12-16
92db83de-d,7a74e9d3,1212,crypto,online,ES,2025-12-09 20:15:56.025581,False,False,False,False,False,False,False,FR,True,2025-10-28 20:15:56.020388,False,60,True,,Medium,2025-12-09
ad80383b-5,5b7dd81e,15393,transfer,online,SY,2025-05-31 20:15:56.025586,False,True,True,False,True,False,False,AF,False,2023-08-11 20:15:56.020635,False,130,True,"high cash, large transfer, high risk country",High,2025-05-31
29a1ad32-e,87e39710,2664,transfer,ATM,US,2025-08-04 20:15:56.025594,False,False,False,False,False,False,False,RU,False,2025-04-12 20:15:56.020338,False,40,False,,Low,2025-08-04
70b373c2-c,8b11f875,16551,crypto,branch,US,2025-06-11 20:15:56.025599,False,True,True,False,False,False,False,AF,False,2023-10-13 20:15:56.020730,False,110,True,"high cash, large transfer",High,2025-06-11
fabf205d-0,50cba86e,9527,withdrawal,branch,IT,2025-06-13 20:15:56.025605,False,True,False,True,False,False,False,DE,False,2026-03-20 20:15:56.020674,False,35,False,"high cash, near threshold",Low,2025-06-13
82883a1d-c,99211a2a,1020,withdrawal,ATM,FR,2026-01-06 20:15:56.025611,False,False,False,False,False,False,False,NL,False,2025-07-03 20:15:56.020665,False,0,False,,Low,2026-01-06
4fb83de4-9,4c10fbc4,3648,crypto,online,AF,2025-07-08 20:15:56.025617,False,False,False,False,True,False,False,IR,False,2024-07-16 20:15:56.020261,True,140,True,high risk country,High,2025-07-08
46793aa8-0,79423350,1271,withdrawal,online,SY,2025-11-23 20:15:56.025623,False,False,False,False,True,False,False,ES,False,2025-07-27 20:15:56.020619,False,40,False,high risk country,Low,2025-11-23
b6b1f819-a,f815768a,19299,crypto,online,IT,2026-01-17 20:15:56.025628,False,True,True,False,False,False,False,IR,False,2026-03-21 20:15:56.020580,False,110,True,"high cash, large transfer",High,2026-01-17
56bb2dac-8,2264a85f,1390,transfer,online,FR,2025-07-26 20:15:56.025634,False,False,False,False,False,False,False,AF,False,2024-03-17 20:15:56.020610,False,40,False,,Low,2025-07-26
f4dd6788-e,ea015d54,11415,crypto,online,PL,2025-08-11 20:15:56.025640,False,True,True,False,False,False,False,SY,False,2025-09-24 20:15:56.020379,False,110,True,"high cash, large transfer",High,2025-08-11
258244cb-a,bcd6152d,849,transfer,ATM,DE,2026-03-08 20:15:56.025646,False,False,False,False,False,False,False,SY,False,2023-11-17 20:15:56.020602,False,40,False,,Low,2026-03-08
4a76cc33-7,75d7c7f8,16601,transfer,branch,AF,2025-11-06 20:15:56.025651,False,True,True,False,True,False,False,ES,False,2024-01-14 20:15:56.020329,True,115,True,"high cash, large transfer, high risk country",High,2025-11-06
0ea0a611-4,3cb165bb,1097,crypto,ATM,PL,2025-10-05 20:15:56.025663,False,False,False,False,False,True,False,IT,False,2024-08-13 20:15:56.020725,False,30,False,rapid movement,Low,2025-10-05
ba89c771-4,74cd9609,19433,crypto,ATM,DE,2025-05-26 20:15:56.025668,False,True,True,False,False,False,False,IR,False,2024-03-26 20:15:56.020409,False,110,True,"high cash, large transfer",High,2025-05-26
c1528fb9-c,a561a6f6,19597,withdrawal,branch,AE,2025-08-18 20:15:56.025674,False,True,True,False,False,False,False,ES,True,2025-10-02 20:15:56.020686,False,90,True,"high cash, large transfer",High,2025-08-18
57e787b9-b,72c4e58c,13076,crypto,branch,SY,2026-02-27 20:15:56.025680,False,True,True,False,True,False,False,US,False,2025-04-16 20:15:56.020469,False,110,True,"high cash, large transfer, high risk country",High,2026-02-27
2d6e5920-0,19a0e106,742,payment,online,FR,2025-07-20 20:15:56.025686,False,False,False,False,False,False,False,IR,False,2026-01-30 20:15:56.020465,False,40,False,,Low,2025-07-20
a5c6f7d7-6,3b39ba14,6544,payment,branch,US,2025-09-05 20:15:56.025691,False,True,False,False,False,False,False,AF,False,2025-07-28 20:15:56.020594,False,65,True,high cash,Medium,2025-09-05
23cfb890-4,294b7d50,19423,payment,ATM,IR,2026-02-12 20:15:56.025697,False,True,True,False,True,False,False,AF,False,2023-09-19 20:15:56.020568,False,130,True,"high cash, large transfer, high risk country",High,2026-02-12
5b7e6abb-e,f6881f8d,6016,crypto,ATM,FR,2025-04-18 20:15:56.025703,False,True,False,False,False,False,False,GB,False,2023-08-09 20:15:56.020661,False,45,False,high cash,Low,2025-04-18
7af9252b-3,5ca0c0eb,18499,withdrawal,branch,SY,2025-07-12 20:15:56.025709,False,True,True,False,True,False,False,DE,False,2026-03-12 20:15:56.020520,False,90,True,"high cash, large transfer, high risk country",High,2025-07-12
b4ee778b-d,3b64c04d,18177,withdrawal,ATM,RU,2025-07-11 20:15:56.025714,False,True,True,False,True,False,False,IR,False,2026-02-12 20:15:56.020312,False,130,True,"high cash, large transfer, high risk country",High,2025-07-11
625f7487-6,69e5c84a,1791,payment,branch,US,2025-10-01 20:15:56.025720,False,False,False,False,False,False,False,NL,False,2023-08-06 20:15:56.020305,False,0,False,,Low,2025-10-01
643a43de-b,74cd9609,14483,withdrawal,ATM,IR,2025-12-17 20:15:56.025725,False,True,True,False,True,False,False,IR,False,2024-03-26 20:15:56.020409,False,130,True,"high cash, large transfer, high risk country",High,2025-12-17
f35a8288-e,7221379d,18277,transfer,branch,RU,2026-01-22 20:15:56.025731,False,True,True,False,True,False,False,AF,False,2025-03-20 20:15:56.020440,False,130,True,"high cash, large transfer, high risk country",High,2026-01-22
97a1f623-4,e4f28ab8,17561,transfer,ATM,RU,2025-12-01 20:15:56.025740,False,True,True,False,True,False,False,AF,False,2025-12-11 20:15:56.020585,False,130,True,"high cash, large transfer, high risk country",High,2025-12-01
732ec4d4-c,86c30028,17160,crypto,branch,SY,2025-04-02 20:15:56.025745,False,True,True,False,True,False,False,IT,False,2024-01-13 20:15:56.020414,False,110,True,"high cash, large transfer, high risk country",High,2025-04-02
ac73d7ae-c,68f761d9,985,withdrawal,branch,SY,2025-08-28 20:15:56.025751,False,False,False,False,True,False,False,NL,False,2025-03-30 20:15:56.020640,False,40,False,high risk country,Low,2025-08-28
d7b0c800-8,8cfe65bc,10222,withdrawal,online,FR,2026-02-04 20:15:56.025756,False,True,True,True,False,True,False,US,False,2024-09-09 20:15:56.020401,False,70,True,"high cash, large transfer, near threshold, rapid movement",Medium,2026-02-04
d78614c5-0,6fbe5a7a,11872,transfer,branch,DE,2026-01-24 20:15:56.025762,False,True,True,False,False,False,False,NL,False,2024-11-12 20:15:56.020375,False,50,False,"high cash, large transfer",Medium,2026-01-24
e8ce5db9-2,fc578490,10771,withdrawal,online,IR,2025-04-22 20:15:56.025768,False,True,True,False,True,False,False,IR,False,2024-05-29 20:15:56.020366,False,130,True,"high cash, large transfer, high risk country",High,2025-04-22
57a95380-f,2e1f5818,13881,transfer,branch,AE,2025-12-04 20:15:56.025774,False,True,True,False,False,False,False,AE,False,2025-08-08 20:15:56.020703,False,50,False,"high cash, large transfer",Medium,2025-12-04
b3be83f6-f,8fbfaf7b,3877,withdrawal,ATM,AF,2025-12-10 20:15:56.025779,False,False,False,False,True,False,False,NL,False,2025-12-13 20:15:56.020453,False,55,False,high risk country,Medium,2025-12-10
7eff3ac2-c,ec12ec48,15312,withdrawal,branch,SY,2025-10-10 20:15:56.025785,False,True,True,False,True,False,False,ES,False,2024-01-03 20:15:56.020449,False,90,True,"high cash, large transfer, high risk country",High,2025-10-10
165e2032-0,0ac8f9e1,14331,transfer,branch,SY,2025-12-06 20:15:56.025790,False,True,True,False,True,False,True,PL,False,2025-10-06 20:15:56.020682,False,100,True,"high cash, large transfer, high risk country, profile mismatch",High,2025-12-06
62ddd6e9-3,2e1f5818,3268,payment,ATM,GB,2025-07-04 20:15:56.025796,False,False,False,False,False,False,False,AE,False,2025-08-08 20:15:56.020703,False,15,False,,Low,2025-07-04
592f6c44-9,69e5c84a,11288,withdrawal,branch,FR,2025-05-21 20:15:56.025801,False,True,True,False,False,False,False,NL,False,2023-08-06 20:15:56.020305,False,50,False,"high cash, large transfer",Medium,2025-05-21
f831b210-a,726a7220,420,transfer,branch,FR,2025-10-28 20:15:56.025807,False,False,False,False,False,False,False,IR,False,2023-10-18 20:15:56.020695,False,40,False,,Low,2025-10-28
3c8ec226-d,5b7dd81e,1535,crypto,ATM,PL,2026-02-05 20:15:56.025812,False,False,False,False,False,False,False,AF,False,2023-08-11 20:15:56.020635,False,60,True,,Medium,2026-02-05
e62d436c-5,09c92093,2200,crypto,branch,NL,2026-01-15 20:15:56.025818,False,False,False,False,False,False,True,US,False,2024-02-12 20:15:56.020529,False,30,False,profile mismatch,Low,2026-01-15
39d769df-8,fa4a4bbf,12932,transfer,online,FR,2025-06-04 20:15:56.025824,False,True,True,False,False,False,False,US,False,2023-11-13 20:15:56.020503,False,50,False,"high cash, large transfer",Medium,2025-06-04
93b81918-4,23dc3e4a,16555,withdrawal,online,PL,2025-05-28 20:15:56.025831,False,True,True,False,False,False,False,AF,False,2025-02-10 20:15:56.020427,False,90,True,"high cash, large transfer",High,2025-05-28
b81802bd-6,9b206f30,13723,transfer,online,GB,2025-06-04 20:15:56.025837,False,True,True,False,False,False,False,SY,False,2024-03-28 20:15:56.020480,False,90,True,"high cash, large transfer",High,2025-06-04
408d27cf-d,726a7220,16088,transfer,ATM,FR,2026-02-04 20:15:56.025843,False,True,True,False,False,False,False,IR,False,2023-10-18 20:15:56.020695,False,90,True,"high cash, large transfer",High,2026-02-04
6f9a5d98-3,f815768a,4752,payment,ATM,SY,2025-12-03 20:15:56.025849,False,False,False,False,True,False,False,IR,False,2026-03-21 20:15:56.020580,False,95,True,high risk country,High,2025-12-03
7baf5857-5,294b7d50,12511,crypto,online,IT,2025-06-25 20:15:56.025854,False,True,True,False,False,False,False,AF,False,2023-09-19 20:15:56.020568,False,110,True,"high cash, large transfer",High,2025-06-25
9b251f53-0,c466161b,10166,transfer,branch,IT,2025-10-20 20:15:56.025860,False,True,True,True,False,False,False,NL,False,2023-11-02 20:15:56.020709,False,60,True,"high cash, large transfer, near threshold",Medium,2025-10-20
6d5b7bbc-8,e6782ad4,11306,transfer,ATM,GB,2025-07-16 20:15:56.025866,False,True,True,False,False,False,False,RU,False,2025-08-17 20:15:56.020392,False,90,True,"high cash, large transfer",High,2025-07-16
2716ddce-a,6de2763b,4247,payment,ATM,AF,2025-07-31 20:15:56.025871,False,False,False,False,True,False,False,RU,False,2026-02-05 20:15:56.020738,False,95,True,high risk country,High,2025-07-31
9f8a6134-6,87e39710,5207,transfer,online,SY,2026-02-08 20:15:56.025876,False,True,False,False,True,False,False,RU,False,2025-04-12 20:15:56.020338,False,105,True,"high cash, high risk country",High,2026-02-08
b11f251f-6,56ca9310,3205,payment,ATM,GB,2026-02-09 20:15:56.025882,False,False,False,False,False,False,False,AF,False,2024-01-06 20:15:56.020623,False,55,False,,Medium,2026-02-09
73054783-6,d12f6c84,14248,payment,branch,IT,2025-12-08 20:15:56.025888,False,True,True,False,False,False,False,SY,False,2024-12-21 20:15:56.020362,False,90,True,"high cash, large transfer",High,2025-12-08
fd515b66-2,19a0e106,10675,crypto,online,RU,2025-06-13 20:15:56.025899,False,True,True,False,True,False,False,IR,False,2026-01-30 20:15:56.020465,False,150,True,"high cash, large transfer, high risk country",High,2025-06-13
8a363a62-3,34c15b63,18321,transfer,online,GB,2025-08-28 20:15:56.025905,False,True,True,False,False,False,False,IR,False,2026-01-18 20:15:56.020397,False,90,True,"high cash, large transfer",High,2025-08-28
9dd06cd0-7,c4f70da7,11270,withdrawal,ATM,PL,2025-06-02 20:15:56.025911,False,True,True,False,False,False,False,IR,False,2025-02-05 20:15:56.020713,False,90,True,"high cash, large transfer",High,2025-06-02
a3146237-d,c362a136,6581,transfer,online,US,2025-08-20 20:15:56.025917,False,True,False,False,False,False,False,AF,False,2024-07-01 20:15:56.020606,False,65,True,high cash,Medium,2025-08-20
99b2b750-e,f9d8b155,2299,crypto,ATM,ES,2025-12-12 20:15:56.025923,False,False,False,False,False,True,False,AE,False,2024-07-14 20:15:56.020542,False,30,False,rapid movement,Low,2025-12-12
79779af3-c,aa4b9142,4387,transfer,branch,AE,2025-12-27 20:15:56.025929,False,False,False,False,False,False,False,ES,False,2024-09-21 20:15:56.020293,False,15,False,,Low,2025-12-27
6c8d13bb-5,c4c38609,6345,payment,branch,PL,2025-04-09 20:15:56.025934,False,True,False,False,False,False,False,ES,False,2025-07-21 20:15:56.020644,False,25,False,high cash,Low,2025-04-09
a6f0c8a2-8,1d9eca57,12928,transfer,online,AF,2025-07-10 20:15:56.025940,False,True,True,False,True,False,False,IR,False,2025-07-26 20:15:56.020352,False,130,True,"high cash, large transfer, high risk country",High,2025-07-10
6d57c44a-f,4994a449,14843,transfer,online,PL,2026-03-09 20:15:56.025946,False,True,True,False,False,False,False,IR,False,2023-10-05 20:15:56.020719,False,90,True,"high cash, large transfer",High,2026-03-09
7bc44802-7,19a0e106,17714,transfer,online,DE,2026-01-12 20:15:56.025953,False,True,True,False,False,False,False,IR,False,2026-01-30 20:15:56.020465,False,90,True,"high cash, large transfer",High,2026-01-12
5a721301-3,7a74e9d3,3877,transfer,online,IT,2025-07-12 20:15:56.025958,False,False,False,False,False,False,False,FR,True,2025-10-28 20:15:56.020388,False,55,False,,Medium,2025-07-12
f8a5ca34-e,fa4a4bbf,448,crypto,branch,NL,2025-11-28 20:15:56.025964,False,False,False,False,False,False,False,US,False,2023-11-13 20:15:56.020503,False,20,False,,Low,2025-11-28
3d4a00a6-a,e4f28ab8,10636,payment,ATM,US,2026-01-09 20:15:56.025970,False,True,True,False,False,False,False,AF,False,2025-12-11 20:15:56.020585,False,90,True,"high cash, large transfer",High,2026-01-09
